id,name,city,country,email,rank,city_id
1352,Tecnolufgico de Monterrey ITESM,Monterrey,Mexico,tecnolufgico.de.monterrey@findmymasters.com,NULL,504
1353,University of Groningen Campus Fryslan,Leeuwarden,Netherlands,university.of.groningen@findmymasters.com,NULL,NULL
1354,Access Masters,New Delhi,India,access.masters@findmymasters.com,NULL,NULL
1355,Universitue de Lorraine,Nancy,France,universitue.de.lorraine@findmymasters.com,801-1000,232
1356,Business University Foundation of the Chamber of Commerce of Bogotue,Bogot,Colombia,business.university.foundation@findmymasters.com,NULL,170
1357,WSB University,Dabrowa Gornicza,Poland,wsb.university@findmymasters.com,NULL,NULL
1358,University Of The St Century,Crdoba,Argentina,university.of.the@findmymasters.com,NULL,730
1359,RIT Croatia,Zagreb,Croatia,rit.croatia@findmymasters.com,NULL,182
1360,Woosong University,Donggu,South Korea,woosong.university@findmymasters.com,NULL,NULL
1361,Comfanorte Foundation of Advanced Studies Fundaciufn de Estudios Superiores Comfanorte,Ccuta,Colombia,comfanorte.foundation.of@findmymasters.com,NULL,NULL
1362,Case Western Reserve University Weatherhead School of Management,Cleveland,USA,case.western.reserve@findmymasters.com,NULL,NULL
1363,Mississippi State University College of Agriculture and Life Sciences,Mississippi State,USA,mississippi.state.university@findmymasters.com,NULL,NULL
1364,Bentley University McCallum Graduate School of Business,Waltham,USA,bentley.university.mccallum@findmymasters.com,NULL,NULL
1365,Davis College Of Business Jacksonville University,Jacksonville,USA,davis.college.of@findmymasters.com,NULL,NULL
1366,Massachusetts Maritime Academy,Bourne,USA,massachusetts.maritime.academy@findmymasters.com,NULL,NULL
1367,University of Eastern Finland,Kuopio,Finland,university.of.eastern@findmymasters.com,521-530,NULL
1368,Spain Business School,Madrid,Spain,spain.business.school@findmymasters.com,NULL,742
1369,Southwestern University of Finance and Economics,Chengdu,China,southwestern.university.of@findmymasters.com,NULL,153
1370,ISG Business Economics School,Lisbon,Portugal,isg.business.economics@findmymasters.com,NULL,624
1371,Georgetown University Online,Georgetown,USA,georgetown.university.online@findmymasters.com,NULL,459
1372,OSTELEA Distancia,Madrid,Spain,ostelea.distancia@findmymasters.com,NULL,742
1373,Toulouse School of Management TSM,Toulouse,France,toulouse.school.of@findmymasters.com,NULL,240
1374,EADA Business School Barcelona,Barcelona,Spain,eada.business.school@findmymasters.com,NULL,725
1375,Autonomous University Of Barcelona department dempresa,Bellaterra,Spain,autonomous.university.of@findmymasters.com,NULL,NULL
1376,Southern Utah University School of Business,Cedar City,USA,southern.utah.university@findmymasters.com,NULL,NULL
1377,The National Graduate School of Quality Management,Falmouth,USA,the.national.graduate@findmymasters.com,NULL,NULL
1378,City University of London,London,United Kingdom,city.university.of@findmymasters.com,330,119
1379,Toulouse Business School,Toulouse,France,toulouse.business.school@findmymasters.com,NULL,240
1380,FHS St Gallen University Of Applied Sciences,St Gallen,Switzerland,fhs.st.gallen@findmymasters.com,NULL,NULL
1381,Access Masters,Buenavista,Mexico,access.masters@findmymasters.com,NULL,NULL
1382,Barcelona Technology School,Barcelona,Spain,barcelona.technology.school@findmymasters.com,NULL,725
1383,Faculty of Business Hong Kong Polytechnic University,Hung Hom,Hong Kong,faculty.of.business@findmymasters.com,NULL,NULL
1384,Coursera,USA Online,USA,coursera@findmymasters.com,NULL,NULL
1385,University Of St Thomas Houston Cameron School Of Business,Houston,USA,university.of.st@findmymasters.com,NULL,NULL
1386,Solvay Brussels School of Economics Management Executive Education,Brussels,Belgium,solvay.brussels.school@findmymasters.com,NULL,63
1387,EU Business School Switzerland,Geneva,Switzerland,eu.business.school@findmymasters.com,NULL,770
1388,University Oradea,Oradea,Romania,university.oradea@findmymasters.com,NULL,NULL
1389,Kings International University of Science and Technology,Bridgewater Township,USA,kings.international.university@findmymasters.com,NULL,NULL
1390,University of Missouri Robert J Trulaske Sr College of Business,Columbia,USA,university.of.missouri@findmymasters.com,NULL,NULL
1391,University of Applied Sciences Wiener Neustadt,Wiener Neustadt,Austria,university.of.applied@findmymasters.com,NULL,NULL
1392,Access Masters,Moscow,Russia,access.masters@findmymasters.com,NULL,652
1393,European Leadership Business School ELBS,Madrid,Spain,european.leadership.business@findmymasters.com,NULL,742
1394,IU International University of Applied Sciences,Bad Honnef,Germany,iu.international.university@findmymasters.com,NULL,NULL
1395,ISCTE u Instituto Universituerio de Lisboa,Lisbon,Portugal,iscte.u.instituto@findmymasters.com,NULL,624
1396,University of California Davis UC Davis Graduate School of Management,Davis,USA,university.of.california@findmymasters.com,NULL,NULL
1397,International University of Japan,Niigata,Japan,international.university.of@findmymasters.com,NULL,NULL
1398,International Institute of Management Technology Studies,Dubai,NULL,international.institute.of@findmymasters.com,NULL,NULL
1399,Innopro,Barcelona,Spain,innopro@findmymasters.com,NULL,725
1400,Swiss Education Group SEG,Brig,Switzerland,swiss.education.group@findmymasters.com,NULL,NULL
1401,Dostoevsky Omsk State University,Omsk,Russia,dostoevsky.omsk.state@findmymasters.com,NULL,658
1402,Clemson University Online,Clemson,USA,clemson.university.online@findmymasters.com,NULL,NULL
1403,BabeuBolyai University Faculty of Economics and Business Administration,ClujNapoca,Romania,babeubolyai.university.faculty@findmymasters.com,NULL,NULL
1404,Gdansk School of Higher Education,Pomorska,Poland,gdansk.school.of@findmymasters.com,NULL,NULL
1405,International Telematic University UNINETTUNO,Rome,Italy,international.telematic.university@findmymasters.com,NULL,405
1406,ISTUD Business School,Stresa,Italy,istud.business.school@findmymasters.com,NULL,NULL
1407,TUM School of Management Heilbronn,Munich,Germany,tum.school.of@findmymasters.com,NULL,254
1408,Amsterdam University of Applied Sciences,Amsterdam,Netherlands,amsterdam.university.of@findmymasters.com,55,542
1409,Indiana University Bloomington Kelley Direct Online,Bloomington,USA,indiana.university.bloomington@findmymasters.com,NULL,NULL
1410,MSU Moscow State University Graduate School,Moscow,Russia,msu.moscow.state@findmymasters.com,NULL,652
1411,Simon Bolivar University Universidad Simufn Boluedvar USB,Miranda,Venezuela,simon.bolivar.university@findmymasters.com,NULL,NULL
1412,Czech University of Life Sciences Faculty of Economics and Management,PrahaSuchdol,Czech Republic,czech.university.of@findmymasters.com,NULL,NULL
1413,hwtk University of Applied Sciences,Berlin,Germany,hwtk.university.of@findmymasters.com,NULL,246
1414,University of Wisconsin Eau Claire College of Business,Eau Claire,USA,university.of.wisconsin@findmymasters.com,NULL,NULL
1415,Claremont Graduate UniversityDrucker School of Management,Claremont,USA,claremont.graduate.universitydrucker@findmymasters.com,NULL,NULL
1416,University of Bucharest,Bucharest,Romania,university.of.bucharest@findmymasters.com,1001-1200,632
1417,UCL School of Management,London,United Kingdom,ucl.school.of@findmymasters.com,8,119
1418,The Institute Of World Politics IWP,Washington,USA,the.institute.of@findmymasters.com,NULL,NULL
1419,University of Sunderland in Hong Kong,Central,Hong Kong,university.of.sunderland@findmymasters.com,NULL,NULL
1420,Institut Supuerieur de Marketing du Luxe SUP de LUXE,Paris,France,institut.supuerieur.de@findmymasters.com,NULL,235
1421,Immanuel Kant Baltic Federal University,Kaliningrad,Russia,immanuel.kant.baltic@findmymasters.com,651-700,642
1422,Universiti Utara Malaysia,Alor Setar,Malaysia,universiti.utara.malaysia@findmymasters.com,NULL,456
1423,PFH Private University of Applied Sciences,Gttingen,Germany,pfh.private.university@findmymasters.com,NULL,NULL
1424,NUS Business Analytics Centre,Singapore,Singapore,nus.business.analytics@findmymasters.com,NULL,703
1425,EDHEC Business School Online Programs,Lille,France,edhec.business.school@findmymasters.com,NULL,NULL
1426,La Salle International Graduate School IGS,Madrid,Spain,la.salle.international@findmymasters.com,NULL,742
1427,ADG Business School,Montabaur,Germany,adg.business.school@findmymasters.com,NULL,NULL
1428,Academy of Leadership Sciences Switzerland,Zrich,Switzerland,academy.of.leadership@findmymasters.com,NULL,771
1429,Georgia College State University J Whitney Bunting School of Business,Milledgeville,USA,georgia.college.state@findmymasters.com,NULL,NULL
1430,QA Higher Education Middlesex University,Hendon,United Kingdom,qa.higher.education@findmymasters.com,NULL,NULL
1431,Universidad Nacional Del Sur,Buenos Aires Province,Argentina,universidad.nacional.del@findmymasters.com,1201+,NULL
1432,William Penn University,Oskaloosa,USA,william.penn.university@findmymasters.com,NULL,NULL
1433,University of Ottawa Telfer School of Management,Ottawa,Canada,university.of.ottawa@findmymasters.com,NULL,128
1434,INALDE Business School,Puente Del Comun,Colombia,inalde.business.school@findmymasters.com,NULL,NULL
1435,University of Kragujevac,Kragujevac,Serbia,university.of.kragujevac@findmymasters.com,1201+,NULL
1436,University of Notarial Studies,,Argentina,university.of.notarial@findmymasters.com,NULL,NULL
1437,University of Glasgow College of Social Sciences,Glasgow,United Kingdom,university.of.glasgow@findmymasters.com,NULL,NULL
1438,Hult International Business School,San Francisco,USA,hult.international.business@findmymasters.com,NULL,178
1439,Heilbronn University,Heilbronn,Germany,heilbronn.university@findmymasters.com,NULL,NULL
1440,Universidad Pufablica de Navarra UPNA,Pamplona,Spain,universidad.pufablica.de@findmymasters.com,NULL,746
1441,Kobe University,Kobe,Japan,kobe.university@findmymasters.com,386,419
1442,Neapolis University Pafos Distance Learning,Paphos,Cyprus,neapolis.university.pafos@findmymasters.com,NULL,NULL
1443,Universitue de Nantes,Hanoi,Vietnam,universitue.de.nantes@findmymasters.com,NULL,NULL
1444,Kennesaw State University,Kennesaw,USA,kennesaw.state.university@findmymasters.com,NULL,NULL
1445,Blekinge Institute of Technology,Karlskrona,Sweden,blekinge.institute.of@findmymasters.com,NULL,764
1446,Nottingham Trent University,Nottingham,United Kingdom,nottingham.trent.university@findmymasters.com,801-1000,NULL
1447,University of Szeged,Szeged,Hungary,university.of.szeged@findmymasters.com,551-560,NULL
1448,Belo Horizonte Institute of Higher Education Instituto Belo Horizonte de Ensino Superior IBHES,Prados,Brazil,belo.horizonte.institute@findmymasters.com,NULL,NULL
1449,California State University San Bernardino School of Entrepreneurship,San Bernardino,USA,california.state.university@findmymasters.com,NULL,NULL
1450,Irkutsk State Agrarian University Named After AA Ezhevsky,Molodezhnyy,Russia,irkutsk.state.agrarian@findmymasters.com,NULL,NULL
1451,Grenoble IAE,SaintMartindHres,France,grenoble.iae@findmymasters.com,NULL,NULL
1452,Utah State University College of Agriculture and Applied Sciences,Logan,USA,utah.state.university@findmymasters.com,NULL,NULL
1453,OUS Royal Academy of Economics and Technology in Switzerland,Zrich,Switzerland,ous.royal.academy@findmymasters.com,NULL,771
1454,University of Denver Josef Korbel School of International Studies,Denver,USA,university.of.denver@findmymasters.com,NULL,31
1455,Trine University,Angola,USA,trine.university@findmymasters.com,NULL,NULL
1456,University of Alcalue,Alcala de Henares,Spain,university.of.alcalue@findmymasters.com,NULL,NULL
1457,Humboldt State University A California State University campus,Arcata,USA,humboldt.state.university@findmymasters.com,NULL,NULL
1458,Unicaf University of East London,London,United Kingdom,unicaf.university.of@findmymasters.com,NULL,119
1459,Ulearn,Birmingham,United Kingdom,ulearn@findmymasters.com,NULL,NULL
1460,Berlin School of Economics Law,Berlin,Germany,berlin.school.of@findmymasters.com,NULL,246
1461,ESI Business School,BoulogneBillancourt,France,esi.business.school@findmymasters.com,NULL,NULL
1462,Massey University,Auckland,New Zealand,massey.university@findmymasters.com,284,549
1463,American Sentinel University,Birmingham,USA,american.sentinel.university@findmymasters.com,NULL,NULL
1464,ISAG European Business School,Porto,Portugal,isag.european.business@findmymasters.com,NULL,626
1465,La Trobe University Online,Melbourne,Australia,la.trobe.university@findmymasters.com,NULL,39
1466,VID Specialized University,Oslo,Norway,vid.specialized.university@findmymasters.com,NULL,574
1467,University of Louisville College of Business,Louisville,USA,university.of.louisville@findmymasters.com,NULL,NULL
1468,Commercial Banking Institute,Mrida,Mexico,commercial.banking.institute@findmymasters.com,NULL,501
1469,University of Bologna,Forli,Italy,university.of.bologna@findmymasters.com,NULL,NULL
1470,emlyon business school,Lyon,France,emlyon.business.school@findmymasters.com,NULL,227
1471,Instituto Europeo de Posgrado Colombia,Spain Online,Spain,instituto.europeo.de@findmymasters.com,NULL,NULL
1472,Providence College School of Business,Providence,USA,providence.college.school@findmymasters.com,NULL,NULL
1473,IDFOOD,Nantes,France,idfood@findmymasters.com,NULL,233
1474,IBERO Ciudad de Muexico Iberoamericana University,Mexico City,Mexico,ibero.ciudad.de@findmymasters.com,NULL,503
1475,BFSU Solbridge International School of Business,Beijing,China,bfsu.solbridge.international@findmymasters.com,NULL,150
1476,Universitat Rovira i Virgili,Tarragona,Spain,universitat.rovira.i@findmymasters.com,NULL,NULL
1477,Voronezh State University Of Forestry And Technologies,Voronezh,Russia,voronezh.state.university@findmymasters.com,NULL,680
1478,Lucerne University of Applied Sciences and Arts,Lucerne,Switzerland,lucerne.university.of@findmymasters.com,NULL,NULL
1479,Access Masters,Bogot,Colombia,access.masters@findmymasters.com,NULL,170
1480,Florida Christian University,Orlando,USA,florida.christian.university@findmymasters.com,NULL,NULL
1481,American University in the Emirates,Dubai,United Arab Emirates,american.university.in@findmymasters.com,NULL,NULL
1482,Cornell SC Johnson College of Business Cornell University,Ithaca,USA,cornell.sc.johnson@findmymasters.com,NULL,NULL
1483,Universiapolis INTERNATIONAL UNIVERSITY OF AGADIR,Agadir,Morocco,universiapolis.international.university@findmymasters.com,NULL,529
1484,Centre for Advanced Studies in Design of Monterrey Centro de Estudios Superiores de Diseufo de Monterrey CEDIM,Mxico,Mexico,centre.for.advanced@findmymasters.com,NULL,NULL
1485,Tallinn University of Technology,Tallinn,Estonia,tallinn.university.of@findmymasters.com,1001-1200,210
1486,Bellevue University College of Science and Technology,Bellevue,USA,bellevue.university.college@findmymasters.com,NULL,NULL
1487,NHL Stenden University of Applied Sciences,Leeuwarden,Netherlands,nhl.stenden.university@findmymasters.com,NULL,NULL
